Filename,ROI_0,ROI_1,ROI_2,ROI_3,ROI_4,ROI_5,ROI_6,ROI_7,ROI_8,ROI_9,ROI_10,ROI_11,ROI_12,ROI_13,ROI_14,ROI_15,ROI_16,ROI_17,ROI_18,ROI_19,ROI_20,ROI_21,ROI_22,ROI_23,ROI_24,ROI_25,ROI_26,ROI_27,ROI_28,ROI_29,ROI_30,ROI_31,ROI_32,ROI_33,ROI_34,ROI_35,ROI_36,ROI_37,ROI_38,ROI_39,ROI_40,ROI_41,ROI_42,ROI_43,ROI_44,ROI_45,ROI_46,ROI_47,ROI_48,ROI_49,ROI_50,ROI_51,ROI_52,ROI_53,ROI_54,ROI_55,ROI_56,ROI_57,ROI_58,ROI_59,ROI_60,ROI_61,ROI_62,ROI_63,ROI_64,ROI_65,ROI_66,ROI_67,ROI_68,ROI_69,ROI_70,ROI_71,ROI_72,ROI_73,ROI_74,ROI_75,ROI_76,ROI_77,ROI_78,ROI_79,ROI_80,ROI_81,ROI_82,ROI_83,ROI_84,ROI_85,ROI_86,ROI_87,ROI_88,ROI_89
AD_Data_22,5982.727853,5363.639014,6683.786642,7707.332474,1929.529499,2884.048004,8713.621475,9882.771825,1814.124436,2914.24746,2184.067767,3102.994057,5443.451861,3943.186052,5209.406081,4584.924482,2740.60059,3699.433304,4692.77968,5816.630847,1082.866191,1023.545832,6292.272272,4802.791983,1622.142183,1876.680451,1804.417468,1691.16951,6517.689637,5909.386318,4310.972278,3396.360196,5013.10962,6457.290725,1218.763741,491.819704,3049.066457,2733.050726,3181.728351,3906.515284,771.164668,907.062218,5929.878806,4137.325409,3787.874566,3038.280938,6264.22992,4818.970262,2784.821222,2427.820515,7183.15621,5111.25785,2626.27408,1929.529499,7882.057896,9805.116082,6632.016147,7003.038029,5385.210054,4788.770807,7015.980653,4209.588392,2229.36695,5069.194323,2536.754265,4832.991438,7478.679454,6410.91299,1585.471416,1024.624384,3376.94626,3286.347894,2745.99335,2371.735812,204.924877,163.939901,1401.039027,1703.033582,690.273269,612.617527,5825.259263,7306.111137,2305.944141,2627.352632,13577.890921,11126.342262,2133.375823,3265.855406,9341.338729,9462.136552
AD_Data_07,6183.727018,5685.455941,5149.518583,5326.01201,1508.803564,1492.660873,9671.624558,7359.991137,1276.348807,2122.22584,1617.497687,2248.138834,2865.865828,3603.048739,3227.462117,3747.256783,1997.389026,2488.126847,2576.373561,2961.645798,668.307427,727.497296,4301.489191,2806.675959,1012.684846,1533.555691,1108.464815,1405.490339,4565.153152,4479.058797,2589.287714,2403.108672,4088.405663,4901.997314,1325.853061,758.7065,1865.018956,1464.680207,1697.134965,2072.721587,548.85151,525.175563,4504.887103,3130.605968,2885.237058,2572.068843,4230.461348,4035.672871,1970.48454,1727.267989,6693.836069,4950.425388,1359.214623,2078.102484,4919.216185,5788.769166,6524.875898,6007.233591,3297.41378,3162.891351,3973.254464,2174.958633,2399.880134,3137.063045,1385.042929,1997.389026,6125.613328,5737.112553,1494.813231,1366.747879,3576.144253,3153.205737,1934.970619,1656.240146,154.969838,94.70379,1584.136124,1742.334501,356.215392,444.462106,4256.289655,5262.517424,1438.851901,1820.895599,9801.842269,8873.099419,1057.884382,1292.491498,7920.680621,7108.16515
AD_Data_10,5148.717003,6178.029278,6459.338706,5718.880556,1934.675951,2053.235481,8981.423233,7696.669064,1895.874651,2600.764942,1665.222476,2367.95714,4579.631263,2735.49168,3891.985995,4241.197699,2656.811265,3332.60058,4062.280591,5204.763326,525.973183,511.961603,5425.715175,3050.213339,876.262701,1600.553642,1209.307196,1518.639786,4808.12781,4285.388069,3317.511186,3174.161937,4840.462227,5761.993112,838.539215,598.186715,1206.073755,1417.325279,1738.513822,2070.480503,388.013004,378.312679,4961.177384,3624.688148,3489.96141,3593.431544,4184.073562,4463.227362,2975.844179,2406.75844,7043.51384,5938.754592,2162.094684,1824.738934,5909.653617,5615.410422,6017.435007,6517.540657,3747.558932,5017.223707,6290.121924,3621.454706,2863.751534,4149.583517,1705.101591,4438.437642,8292.700151,5385.836061,1450.73751,1314.932959,2889.619067,2731.180424,1838.750514,1718.035357,200.473386,209.095897,1917.430929,2114.670873,681.178385,598.186715,5626.188561,7886.36431,905.363676,1032.545717,10030.136158,9371.591865,698.423408,592.797645,4987.044918,6277.188157
AD_Data_35,4696.389148,6501.36876,5516.052118,5303.068827,2171.784171,1858.763272,8406.38598,9271.227225,2840.852895,2375.086404,1854.46058,1989.995402,4243.530735,4350.02238,5648.359921,4404.881713,2371.859384,2533.210362,3302.316693,3335.662562,851.933166,907.868172,3886.407235,3418.489398,1039.100302,1480.126309,1605.980073,2110.470799,5241.755455,4414.562772,3883.180216,3928.35849,4579.14077,4362.930459,877.749323,337.761382,2676.274897,2266.443411,2875.274437,3311.997752,501.263707,751.89556,4459.741046,3389.446222,2428.870063,2531.059016,5840.905422,4240.303715,1740.439221,1744.741914,5246.058148,3662.667212,2116.924838,1284.353789,6952.075827,5448.284707,5787.121762,6497.066068,3538.964795,2611.734505,4893.237341,1446.780441,1767.331051,2265.367738,2304.091973,2108.319452,6553.001074,4282.254969,1631.796229,1453.23448,2852.6853,2848.382607,1408.056206,1280.051096,54.859333,54.859333,1226.267437,1138.062235,447.480047,393.696388,4401.654693,4024.093404,1958.800879,1423.11563,10010.214706,7766.360432,2067.443871,1658.688059,6994.027081,6335.715089
AD_Data_23,7374.264527,6792.850766,7652.051101,9348.917927,2980.283868,2809.089816,8571.546196,11987.890384,2418.250566,2744.488287,2620.66869,2893.071804,3966.533876,3535.857016,4482.269415,4212.019686,3222.539601,3744.735293,5094.907248,7599.293186,920.571787,815.055957,5955.184275,6015.479035,2338.575347,2262.130204,2596.981463,2034.948161,6507.527347,6702.408626,4213.096378,3502.47956,4331.532514,6237.277618,819.362725,400.529479,2713.264215,2776.789052,2528.073165,3669.366843,695.543128,914.111634,6063.930182,4640.543161,5905.656436,4918.329735,4799.893599,5867.972211,3293.601283,2952.289872,9489.964599,6783.160537,2551.760392,2337.498655,7779.100775,8232.388169,9845.273008,7844.778996,7052.333574,4657.770235,6773.470308,2713.264215,2506.539322,5863.665442,3176.241839,3179.471915,13032.281768,10199.504725,3218.232833,2178.148217,3868.55489,3821.180436,3041.65532,3304.368204,212.108353,181.960973,1835.760114,1971.423324,650.322058,509.275386,6369.710752,8765.350783,2586.214541,3053.498934,12072.949064,14370.610109,1855.140572,2158.767758,12614.525214,14338.309345
NC_Data_26,8119,6441,6991,8846,2867,2590,11772,14321,2519,2757,2977,4047,6621,4417,5196,4275,2985,5035,5308,4983,1096,1174,6350,6388,2178,2717,2644,2429,7137,6437,4347,4548,6600,7973,1101,548,3141,2889,4098,4772,891,1150,6610,4905,4124,4080,7105,5790,3022,3382,9443,7631,2302,3769,8165,12137,9238,8751,4343,4623,9102,4370,4366,4381,3247,6553,9076,8943,2208,1329,3619,3918,2518,2447,290,262,2480,2999,864,796,8816,10265,3714,3605,15689,17111,2761,2964,11208,12675
AD_Data_36,4186.310482,6990.805149,5172.400056,4546.550403,2260.371085,2036.699731,7213.40116,8003.778299,2105.521686,2145.309379,2234.562852,2273.275202,3281.94698,3476.584071,4523.968199,3412.063488,2188.323101,3216.351054,3469.05667,3350.768935,574.233187,478.527656,4330.406451,2298.008092,1719.473532,1994.761352,1652.802263,1509.781638,5803.626425,4626.125789,3760.474636,2827.076871,5021.85203,4828.290281,814.034687,369.918008,1847.439355,1480.747376,3397.008686,3350.768935,476.37697,405.404329,5340.153572,3536.803282,3686.275965,3119.57018,4962.708162,4736.886122,1781.843429,1587.206337,5962.777196,3481.960786,1702.268044,1589.357024,7296.202574,6573.572047,5459.51665,6880.044815,4658.38608,2700.186391,3792.734927,2724.919281,1830.233866,3053.974254,2003.364097,2914.179658,7134.901117,4627.201132,2013.042184,1471.069288,1919.487339,2592.652087,1820.555779,1818.405093,86.027444,104.308276,1650.651577,1560.322761,533.370151,397.876927,4898.187579,6301.510256,1480.747376,1466.767916,10009.293082,8053.24408,1600.110454,1351.70621,7260.716254,5669.208544
AD_Data_03,7340.680776,6978.441086,6928.366776,9551.408295,1804.805985,2285.306279,9374.550094,12844.593241,1553.369023,2532.481597,1618.359085,3317.689396,4680.349876,4505.622496,5792.638807,4184.93383,3041.747985,5654.135396,6501.137024,7784.957101,880.029364,812.908481,5242.886807,4710.18138,1129.335504,1291.277954,2447.248729,2485.60352,5883.198729,5820.339489,3493.482186,4004.879396,5396.305969,6731.265768,1083.522837,606.218775,2527.154543,2487.734341,3904.730775,4194.522527,980.177985,995.093737,6337.063752,4819.918698,4758.124869,4193.457117,7293.802698,5429.333706,3669.274977,3546.752729,8479.604977,6815.433225,1599.18169,2933.076078,7735.948202,9689.911706,8253.737877,8944.124109,5325.988853,5392.044326,5805.423737,3239.914403,2216.054574,4080.523566,1664.171752,4010.20645,8104.580357,8328.316636,2607.060357,1998.71076,3961.197551,3969.720838,2889.394233,2951.188062,279.137643,155.549985,1946.505628,2130.821706,896.010527,1041.971814,7607.033489,11698.211164,1622.620729,2464.295303,11573.558094,13386.887365,1202.848853,2322.595659,6031.290838,9969.04935
NC_Data_17,8762,6555,6617,8661,2043,2551,11827,13953,2162,2990,3332,4683,6926,5316,5080,5584,3682,5015,4964,6630,862,961,8380,5196,2142,2818,2586,2534,7396,7021,4256,3994,5636,6128,1699,636,3176,3094,3961,4768,909,1093,5825,4934,4923,4787,6230,6338,3383,3064,7628,7165,2625,3047,8749,9885,6764,7468,5253,3668,7159,4046,3434,4792,3945,5690,9835,8568,1979,1452,3714,3883,2579,2933,276,374,2415,2817,1011,1099,9411,10457,3946,3911,15602,14380,2537,3684,9535,13396
AD_Data_08,6156.796993,7006.925315,7363.533449,7243.602737,1996.368754,2771.142381,11055.913511,13384.479725,2035.638103,3309.238584,2425.147583,2982.347794,4992.513887,3269.969236,4817.39382,4834.37516,2471.846267,3136.241185,3908.892144,3804.881438,995.531043,908.501677,6390.290415,4453.35635,1856.272701,2021.840764,2153.446147,2504.747613,5681.31948,5382.023367,4073.398873,4067.03087,5829.906203,7778.514939,1554.853921,630.432238,2783.878385,2541.894294,3120.321179,3440.843967,920.176348,884.091001,4885.319179,4776.001805,2442.128923,2983.409127,5548.652763,5895.708895,2044.128772,2302.03287,8445.032525,6557.981145,2404.982242,2624.678325,8068.259049,7216.00806,5401.127374,8060.829713,3610.657364,3242.374559,8034.296369,2958.998452,2824.209067,5733.324833,2402.859575,3282.70524,7926.040328,6355.266402,1627.024615,1783.040674,3537.425337,3995.92151,2239.41418,2159.81415,309.90945,386.325479,1759.691332,2038.822104,613.450898,573.120217,4881.073845,5820.354199,2886.827758,1335.157838,12895.204873,10617.582679,3068.315826,1852.027367,8206.232434,11163.108218
NC_Data_29,7117,6616,6968,7179,2655,2966,10966,12895,2668,3309,2682,3503,4689,4980,4994,4094,2385,3378,4688,4515,982,953,5912,4361,2196,2479,2786,2658,5985,5623,4910,4563,5752,6597,1414,660,2991,3055,4504,5027,885,848,6252,4528,4675,4401,6776,5946,3553,2683,7479,5740,1587,1739,8050,10446,7780,7263,3728,3640,5971,3807,1893,5132,3032,5654,9438,9028,2360,1368,2908,3125,2379,2564,277,264,2007,2204,727,561,7401,9670,3295,3643,13757,11959,2508,4359,8355,11913
NC_Data_05,6427,6791,8292,10109,2442,2917,12464,12918,2396,3316,3442,3034,6945,5334,5001,4901,2904,4900,3903,5413,816,920,7175,6842,2677,3261,3201,2784,6991,5698,3744,2633,6775,6950,1772,693,3068,2861,3884,4580,859,1070,6026,5630,5017,5667,6301,5634,2886,3172,11969,6405,2549,3637,7983,9629,9574,8955,4896,3789,6949,3928,3363,5996,2198,4797,9060,7944,2170,1924,4016,4009,3044,2548,338,236,2348,3807,832,944,8286,10018,3527,2456,14843,13862,2554,3422,10378,14495
NC_Data_30,8837,6865,8638,9814,2587,2628,12050,12282,2538,2563,2978,3510,4818,5342,5587,4918,2415,3720,6212,6412,1213,1090,8073,6670,2317,3135,2346,2151,6872,6218,3724,4455,6550,7070,1306,473,3070,2798,4114,4500,910,929,7799,5123,5198,5355,7490,7519,3361,4393,7280,6414,2354,2569,7332,12157,9893,9685,5540,6226,7270,4308,2809,6792,3681,5103,8033,7764,2422,1459,3402,3557,2297,2162,174,112,1730,2073,1000,825,8302,10789,3961,3821,13471,13185,3557,3847,10340,12768
NC_Data_32,7187,6982,7303,8548,2627,2299,8977,10889,2728,3233,3494,3046,6560,3688,6120,6649,3067,5693,4534,5957,1468,1528,6267,5906,2187,3105,2663,2633,7234,6405,5033,4328,6170,6793,1839,1224,3312,3217,4000,4411,936,1071,8899,6772,5425,4187,8489,7294,3373,2853,7699,7768,3198,3574,9840,10087,7172,8878,3632,4513,7786,3223,4369,5761,4302,4199,9722,8002,2026,1752,3340,3595,2713,2780,353,308,2387,2991,658,944,6318,10344,3770,3306,16585,14862,2942,3160,8729,12706
NC_Data_31,7669,7526,8019,10792,2656,2791,11553,14093,2803,3446,2239,4066,7950,4008,6746,6465,2859,4018,7021,8075,1145,1107,8111,6353,2753,3369,3559,3526,8201,7570,4473,3847,6491,6876,1588,924,3868,3758,4757,5788,1041,920,8132,6942,3814,4285,9039,8002,2732,3045,10415,7422,2679,3253,7851,9946,9780,12277,6061,4823,9466,4911,2467,6098,4066,5243,13745,10105,2844,2293,3750,4092,4508,4319,575,480,2467,2533,923,960,8166,9578,3700,3813,16946,15859,2771,3946,8914,11563
AD_Data_33,7403.655492,8211.600482,5420.322443,5668.507673,1995.151393,2413.091022,10551.632649,11833.385805,2558.134338,2771.93893,1613.741191,2947.065305,4818.66128,3750.712715,4266.422284,3655.091566,2106.888466,2981.445942,3229.631172,3143.679577,464.138612,666.124859,4239.56241,4048.320112,1290.348316,2543.092809,1312.91061,2086.474962,5634.127035,4658.576435,3528.312964,4141.792471,5237.675304,6840.672546,1105.552387,450.171477,1901.679034,1555.723865,2240.113438,2791.278039,468.436191,594.140399,7663.659066,5385.941805,4019.311449,3299.466843,6004.793287,4704.775417,2091.846937,2748.302242,7990.275126,6781.580825,2381.933569,2459.290004,6212.15151,7193.074085,7126.461599,7859.198944,4450.143817,2422.760577,6862.160445,3445.584554,2193.914456,3218.887223,1983.333049,4326.5884,7187.70211,6602.156871,1818.950624,1839.364127,3988.153996,3975.261257,1202.247931,1065.799775,89.17478,87.02599,1111.998757,1077.618119,417.939629,368.517462,3532.610544,5763.054427,1460.102716,945.467542,10208.900665,12905.63195,1050.758246,1506.301698,8264.245834,8642.432851
NC_Data_14,8641,7724,7908,9000,2829,2532,9333,12841,3033,2882,2240,3775,4807,4918,6559,5452,2882,4053,7322,6890,1147,1090,6685,5394,2392,2486,3356,2564,6709,6800,3088,3164,6317,7561,1202,800,3386,3180,3870,4812,820,957,5903,5216,4730,4507,6910,6217,4482,3483,8809,7815,2588,2715,10534,11300,9468,9348,5198,6550,7861,4221,3453,5188,2798,5089,10360,8214,2874,1518,3861,4176,2708,2906,280,309,2349,2395,867,912,7506,11562,3358,3157,14699,15499,2991,3167,9788,12361
NC_Data_21,9438,7734,7931,10253,2831,2434,12597,15565,2524,2867,2323,3763,5066,4587,6382,5318,2690,3497,5157,6334,1075,1273,6930,6545,2564,2403,2715,2513,6274,6028,4165,3305,6339,7004,1205,517,3394,3246,4246,5358,1068,1422,6567,4224,5814,5191,6365,6565,2660,2610,9421,6285,2569,2517,8993,10179,9027,8844,4159,5043,8223,3525,3159,6089,2452,4376,8694,8035,2655,2604,3165,3452,2892,2797,272,211,2338,2900,604,775,8237,10755,3824,4555,15307,16499,2755,3388,9019,13962
NC_Data_28,6950,7817,7172,7710,2411,2375,10546,12840,1753,2576,3684,3997,7380,5338,6126,4632,3164,4072,5197,5601,1103,1149,6747,6492,2254,3008,3612,3464,6937,6864,4225,3220,5991,6790,1027,432,3605,3523,3717,4685,1184,1119,8422,6394,5004,3997,6868,8356,2914,2503,10527,7186,3022,2609,9691,9083,7799,9975,4617,5508,6521,4267,2917,6564,2508,3425,10079,7961,3379,2266,3894,4098,3496,3498,430,412,2093,2204,1136,1112,8463,10483,4109,3709,15794,16152,2755,3506,9232,12756
NC_Data_12,6141,7922,9105,8570,2186,3049,12215,16057,2665,3129,2631,3902,7418,5010,5592,4282,3517,4489,6683,6378,1043,1236,6808,6047,2741,3133,2235,2283,7014,6204,5279,4617,6384,8055,1365,806,3224,3074,4956,6109,676,1235,8321,6618,5538,4766,9704,8105,3683,3152,9487,7405,3399,2787,9652,9019,9387,8511,4671,5134,7418,5158,5537,6208,3079,6539,10010,8948,1593,2700,3581,4027,3654,3543,454,310,2716,3219,756,748,10015,12371,3660,2861,17449,17636,3238,3689,10652,14380
NC_Data_04,10919,8019,9391,10543,3622,3564,12376,17348,3066,4006,2281,3522,6473,5651,6529,5960,3380,4316,5328,7222,1363,1339,9174,7608,2842,3873,3751,3439,8069,7792,5075,4047,7621,7950,1914,1011,4347,4445,5153,6020,1312,1397,8738,6716,7294,6992,10242,8260,2757,3540,11330,7519,3749,3808,10120,14040,13307,10630,5991,5123,6869,4608,3201,7779,5183,6940,13710,13018,2741,2478,4284,4462,3436,3137,367,328,3502,4450,959,830,8603,11667,5243,4076,23149,20224,3649,3808,14526,20878
NC_Data_38,9516,8034,9298,10699,1788,1908,12156,17762,1565,1544,4133,4395,8590,6447,7536,4001,3790,6797,7110,5970,960,872,9039,7466,2830,3300,2547,2164,9456,8147,4966,4808,6986,8612,1901,786,3589,2965,4392,6836,1397,1121,9322,7498,6397,5462,9807,9194,4399,3306,11909,6952,4016,5314,10362,12155,10627,13940,6036,4742,9131,4730,3725,9722,5191,5306,12190,11652,2912,2850,3429,3656,3406,3349,327,307,1969,2201,1090,948,9984,13568,4582,4038,21917,18817,3765,4229,13767,15000
NC_Data_37,10961,8337,7240,9233,2287,3041,12170,13774,2307,3084,2330,3509,6766,5876,5990,5677,3068,4264,6869,7031,1006,1023,7147,6342,2452,2296,3513,2911,7847,7216,4854,4446,6466,7857,1612,654,3106,3082,3817,4467,1000,981,7487,6950,5542,3909,7459,7268,3818,3099,8306,8209,2298,3200,10428,12204,9535,9183,7061,5850,7275,4014,3121,6981,2976,5985,9511,8550,2376,1621,3642,3899,2952,2955,443,306,2462,2852,1325,881,8581,11047,3592,3064,17302,17543,3289,3598,11418,14349
NC_Data_15,7381,8417,7437,8435,2321,2482,10951,11683,2075,3369,2498,2830,3549,3252,6033,4723,2380,3427,5012,6234,1206,1237,6330,4287,2307,2169,2724,2258,6482,6652,3157,3967,4905,7040,947,525,2813,2900,4158,4411,845,956,6647,5525,4768,3865,6204,6804,3303,2194,7504,6344,1990,2895,8943,9404,7476,9266,3673,4345,6834,4083,4334,5875,2533,3774,7693,6060,2903,1502,3343,3508,2182,2282,212,139,2727,3238,568,730,7149,8006,4159,3824,14513,14428,3237,3436,10482,13437
NC_Data_24,8893,8701,9471,10887,2902,2476,13485,13551,2701,2979,2882,4302,6507,7179,5622,5635,3188,4506,5235,6036,1492,1276,8058,5619,3063,2819,3392,2790,7530,7427,4817,4491,7291,9265,1606,1049,2830,3275,4458,4723,945,1072,9669,7511,5751,5793,8879,7875,3971,3973,11008,5963,2941,2666,11401,12856,10162,9796,4856,5383,7583,4286,3735,6041,2692,7110,11357,11051,4117,1906,3752,4231,3186,3011,336,256,2193,2594,895,1107,8823,11102,3246,3326,19333,17550,2250,3145,11577,15566
NC_Data_25,9300,9111,7376,8450,2855,3039,12453,12481,2569,3583,2772,3970,5415,4210,5470,5706,2871,4782,4415,4806,958,969,6600,6356,2088,2241,2571,2540,6220,6144,3715,3616,6909,6810,1795,1120,2738,3274,4684,5481,722,889,6945,5849,5240,4888,7615,8262,3736,3438,6834,5992,2918,2773,9410,10764,11302,11580,6501,7513,7567,3883,4053,6696,3678,4513,11160,9751,3045,1380,3408,3710,2532,2594,260,234,2701,3370,817,1071,6787,8649,2941,3273,14328,14699,3471,3438,8685,13010
NC_Data_02,8316,9133,7235,10154,2494,2893,10987,14119,2997,3701,2703,3868,6286,3707,6173,4813,2861,4168,6520,6251,1248,1014,6161,4589,2551,3209,2488,2464,7229,6730,5351,4316,6001,7473,1625,765,3321,3164,4607,5408,869,993,7850,6653,4364,4770,9811,8937,3320,3536,8582,7600,2921,1842,10493,12267,10522,10084,5530,6909,6542,3978,2363,5199,3809,6079,10858,9408,2804,1676,4572,4903,3576,3374,326,275,2664,3433,620,721,8039,8526,3639,3479,16664,15614,2978,3337,9778,15591
